24, 261178093, 20079.44126346117
24, 261174211, 12174.223263461166
24, 3193180051, 16951.922263461165
24, 261149805, 11621.130263461158
24, 261283689, 5159.046263461165
24, 261156529, 15107.539263461165
24, 1894144797, 2846.0332634611646
24, 261174101, 6040.811263461164
24, 261148735, 11257.778263461167
24, 261184814, 12202.157263461164
24, 261210192, 21737.840263461178
24, 261164005, 6647.583263461163
24, 418155686, 9428.170263461167
24, 261137980, 9480.516263461162
24, 261256696, 6472.464263461165
24, 261200424, 3029.5592634611644
24, 261127021, 13936.813263461167
24, 365043624, 17357.387263461176
24, 2923666476, 13657.853263461167
24, 5893269745, 3039.264263461164
24, 261139504, 6591.4672634611625
24, 261132049, 9986.728263461167
24, 261285284, 2117.041263461164
24, 261174126, 16655.425263461173
24, 307942323, 17707.633263461175
24, 261163962, 10789.66226346117
24, 261194546, 11863.45126346117
24, 261272280, 24775.499263461174
24, 261193765, 19266.157263461177
24, 6042833884, 6094.809263461165
24, 261179547, 11980.587263461166
24, 261137169, 6578.924263461164
24, 261252885, 12747.524263461168
24, 261211658, 27925.220263461168
24, 365054261, 16985.671263461172
24, 261144626, 2705.8602634611634
24, 261265145, 9382.603263461162
24, 261249980, 7887.708263461163
24, 289550934, 5551.758263461164
24, 261224639, 11487.998263461166
24, 3897744877, 15461.115263461166
24, 261200029, 15770.010263461165
24, 261192294, 13688.018263461163
24, 2077277368, 15134.033263461162
24, 261137091, 23583.18626346117
24, 260099213, 15865.52526346117
24, 261230109, 7557.701263461166
24, 261308466, 25168.33726346117
24, 261224991, 16218.992263461167
24, 261142045, 5685.293263461163
24, 261235155, 12916.230263461157
24, 261339542, 6735.564263461165
24, 261198687, 17473.03926346116
24, 261120289, 11172.446263461166
24, 1462457957, 20321.119263461165
24, 6318935736, 17682.232263461177
24, 261204468, 11461.729263461168
24, 261151958, 3125.4922634611644
24, 261188027, 3500.8802634611648
24, 261214238, 15551.698263461165
24, 261172202, 8085.267263461163
24, 261149483, 3110.125263461164
24, 261333492, 19070.602263461158
24, 258877330, 9236.696263461168
24, 261311742, 13605.80926346116
24, 261289113, 24318.91226346117
24, 261258377, 5063.612263461164
24, 261211652, 11714.579263461166
24, 365187370, 8485.388263461162
24, 261118869, 6374.290263461164
24, 261155460, 16859.062263461175
24, 261126641, 9685.461263461166
24, 261343570, 23435.086263461177
24, 367519426, 25554.75726346118
24, 261291489, 17032.396263461167
24, 1255597656, 24784.68426346118
24, 261177045, 2557.4322634611644
24, 261149428, 7680.460263461166
24, 261213382, 15541.95726346117
24, 261308995, 3537.1102634611643
24, 261160532, 3918.6992634611643
24, 262157938, 20797.020263461163
24, 261293493, 18584.393263461174
24, 261141239, 28498.092263461174
24, 2203792370, 8161.922263461165
24, 262170926, 17423.285263461166
24, 261195712, 3429.059263461164
24, 263398205, 17354.00526346117
24, 375654782, 9659.055263461167
24, 347269754, 6336.250263461165
24, 257154978, 20777.25926346116
24, 261119618, 15852.228263461167
24, 367557595, 26460.976263461183
24, 261189405, 15137.200263461162
24, 261174322, 17714.485263461163
24, 261300499, 14743.549263461164
24, 261283267, 10988.750263461163
24, 261126829, 12789.251263461168
24, 261115694, 11734.367263461167
24, 261129441, 15450.990263461159
24, 261192077, 6168.840263461164
24, 1655457007, 7969.755263461165
24, 261278194, 14182.666263461164
24, 287209250, 23080.840263461167
24, 257149878, 21501.90126346117
24, 288070457, 9723.661263461163
24, 307940616, 17371.746263461166
24, 2473626491, 11362.209263461164
24, 538770101, 12889.620263461162
24, 261315936, 9010.488263461162
24, 261215337, 17991.106263461166
24, 261199541, 17024.942263461176
24, 261149844, 6139.799263461165
24, 261250971, 3344.8582634611644
24, 261253018, 2802.612263461164
24, 287486474, 21708.304263461167
24, 261223037, 9949.360263461163
24, 261222164, 6548.642263461162
24, 257149848, 21688.302263461173
24, 261201115, 6651.7392634611615
24, 261113946, 14136.851263461163
24, 261218131, 19476.461263461166
24, 261287189, 13801.222263461163
24, 1402601167, 6816.413263461162
24, 369874513, 12493.36426346117
24, 261115415, 21181.219263461175
24, 261115162, 11234.287263461176
24, 261222193, 13411.027263461167
24, 261180602, 10093.451263461164
24, 261178048, 26885.307263461174
24, 261228532, 12434.412263461165
24, 261226474, 12312.307263461167
24, 261151282, 10516.419263461165
24, 261325492, 24183.17926346117
24, 261144509, 12884.231263461166
24, 26794577, 18616.852263461165
24, 261131915, 7658.798263461166
24, 261204788, 18645.273263461175
24, 261286242, 5778.464263461164
24, 261199739, 17066.749263461166
24, 261192031, 9286.451263461164
24, 261207608, 13744.986263461169
24, 1309310754, 7394.739263461163
24, 261243841, 9663.936263461166
24, 3193134828, 17223.26026346117
24, 261213393, 10075.368263461167
24, 526194814, 15418.373263461162
24, 90697145, 11641.685263461164
24, 27440219, 9944.908263461168
24, 261132228, 22127.379263461167
24, 261172238, 11821.558263461164
24, 261187939, 6340.596263461164
24, 262167580, 18157.173263461165
24, 261239865, 2466.773263461164
24, 261213552, 4614.5172634611645
24, 261096645, 12754.667263461168
24, 261195335, 4831.410263461164
24, 261266870, 14009.749263461163
24, 261141453, 13516.203263461166
24, 261177060, 8580.417263461166
24, 261109280, 7448.040263461165
24, 259746239, 6854.407263461161
24, 261241295, 19850.139263461166
24, 261184361, 16766.259263461157
24, 261209724, 19341.798263461173
24, 261264129, 10047.373263461166
24, 261115752, 10548.492263461165
24, 351095465, 9209.563263461167
24, 261117443, 25036.489263461175
24, 261203108, 21163.877263461178
24, 261091902, 30604.03126346116
24, 261126803, 10021.955263461168
24, 261200542, 18764.33126346116
